v5 Gene Model ID	v4 Gene Model ID	v3 Gene Model ID	Gene Symbol	Full Name	Source
Zm00001eb162530	Zm00001d044525	GRMZM2G372297	prh82	protein phosphatase homolog82	Gene Model - MaizeGDB
Zm00001eb162560	Zm00001d044528	AY110279.1	dnaj130	DnaJ family protein130	GenBank
Zm00001eb162560	Zm00001d044528	EU968804.1	dnaj130	DnaJ family protein130	GenBank
Zm00001eb162560	Zm00001d044528	EZ516638.1	dnaj130	DnaJ family protein130	GenBank
Zm00001eb162560	Zm00001d044528	GRMZM2G064031	dnaj130	DnaJ family protein130	Gene Model - MaizeGDB
Zm00001eb162570	Zm00001d044529	GRMZM2G064091	npf7	nitrate transporter/peptide transporter family7	Gene Model - MaizeGDB
Zm00001eb162620	Zm00001d044533	AY108295	cax3	calcium exchanger3	GenBank
Zm00001eb162620	Zm00001d044533	EU944875	cax3	calcium exchanger3	GenBank
Zm00001eb162620	Zm00001d044533	EU950050	cax3	calcium exchanger3	GenBank
Zm00001eb162620	Zm00001d044533	EZ107216	cax3	calcium exchanger3	GenBank
Zm00001eb162620	Zm00001d044533	GRMZM2G011592	cax3	calcium exchanger3	Gene Model - MaizeGDB
Zm00001eb162680	Zm00001d044538	GRMZM2G064744	myb27	MYB-transcription factor 27	Gene Model - MaizeGDB
Zm00001eb162680	Zm00001d044538	GRMZM2G064744	myb27	MYB-transcription factor 27	Grassius
Zm00001eb162700	Zm00001d044540	AY110042	mcm4	minichromosome maintenance4	GenBank
Zm00001eb162700	Zm00001d044540	GRMZM2G066101	mcm4	minichromosome maintenance4	Gene Model - MaizeGDB
Zm00001eb162710	Zm00001d044541	GRMZM5G805389	spx4	SPX domain-containing membrane protein4	Gene Model - MaizeGDB
Zm00001eb162740	Zm00001d044546	GRMZM2G368491	bzip21	bZIP-transcription factor 21	Gene Model - MaizeGDB
Zm00001eb162740	Zm00001d044546	GRMZM2G368491	bzip21	bZIP-transcription factor 21	Grassius
Zm00001eb162790	Zm00001d044551	GRMZM2G035785	ring219	RING-type E3 ligase219	Gene Model - MaizeGDB
Zm00001eb162800	Zm00001d044552	AT5G23880	IDP798		Arabidopsis Ortholog
Zm00001eb162800	Zm00001d044552	GRMZM2G036050	IDP798		Gene Model - MaizeGDB
Zm00001eb162810	Zm00001d044553	GRMZM2G021517	cipk31	calcineurin B-like-interacting protein kinase31	Gene Model - MaizeGDB
Zm00001eb162830	Zm00001d044555	GRMZM2G021194	osca2	hyperosmolality-gated calcium-permeable channels2	Gene Model - MaizeGDB
Zm00001eb162840		GRMZM2G320681	IDP8104		Gene Model - MaizeGDB
Zm00001eb162850	Zm00001d044560	AC192147.3_FG001	LOC111591175		Gene Model - MaizeGDB
Zm00001eb162880	Zm00001d044564	GRMZM2G086730	IDP4422		Gene Model - MaizeGDB
Zm00001eb162920	Zm00001d044573	GRMZM2G113365	LOC103651644		Gene Model - MaizeGDB
Zm00001eb162920	Zm00001d044573	GRMZM2G498613	LOC103651644		Gene Model - MaizeGDB
Zm00001eb162930	Zm00001d044575	GRMZM2G035620	IDP7348		Gene Model - MaizeGDB
Zm00001eb162960	Zm00001d044579	GRMZM2G062718	kcs19	3-ketoacyl-CoA synthase19	Gene Model - MaizeGDB
Zm00001eb162970	Zm00001d044580	GRMZM2G409312	kcs35	3-ketoacyl-CoA synthase35	Gene Model - MaizeGDB
Zm00001eb163000	Zm00001d044584	GRMZM2G465764	cals2	callose synthase2	Gene Model - MaizeGDB
Zm00001eb163000	Zm00001d044584	GRMZM2G471139	cals2	callose synthase2	Gene Model - MaizeGDB
Zm00001eb163010	Zm00001d044585	GRMZM2G004927	pme31	pectin methylesterase31	Gene Model - MaizeGDB
Zm00001eb163070	Zm00001d044593	GRMZM2G344924	cl23032_-2		Gene Model - MaizeGDB
Zm00001eb163080	Zm00001d044594	GRMZM2G044448	Zm00001d044594		Gene Model - MaizeGDB
Zm00001eb163110	Zm00001d044598	GRMZM2G001447	cct17	CO CO-LIKE TIMING OF CAB1 protein domain17	Gene Model - MaizeGDB
Zm00001eb163120	Zm00001d044599	GRMZM2G001457	phot1	blue-light receptor phototropin 1	Classical Genes
Zm00001eb163130	Zm00001d044600	GRMZM2G099980	pco109284		Gene Model - MaizeGDB
Zm00001eb163150	Zm00001d044601	GRMZM2G003033	LOC100381606		Gene Model - MaizeGDB
Zm00001eb163160	Zm00001d044602	GRMZM2G002999	siz1	E3 SUMO-protein ligase SIZ2	Gene Model - MaizeGDB
Zm00001eb163160	Zm00001d044602	GRMZM2G173770	siz1	E3 SUMO-protein ligase SIZ2	Gene Model - MaizeGDB
Zm00001eb163200	Zm00001d044605	GRMZM2G354558	fad3	fatty acid desaturase3	Gene Model - MaizeGDB
Zm00001eb163220	Zm00001d044607	GRMZM2G354579	IDP4214		Gene Model - MaizeGDB
Zm00001eb163240	Zm00001d044608	AY108716	asn2	asparagine synthetase2	GenBank
Zm00001eb163240	Zm00001d044608	EU953324	asn2	asparagine synthetase2	GenBank
Zm00001eb163240	Zm00001d044608	GRMZM2G093175	asn2	asparagine synthetase2	Gene Model - MaizeGDB
Zm00001eb163250	Zm00001d044614	GRMZM2G048377	Zm00001eb163250		Gene Model - MaizeGDB
Zm00001eb163250	Zm00001d044614	GRMZM5G822591	Zm00001eb163250		Gene Model - MaizeGDB
Zm00001eb163260	Zm00001d044615	AY110808	rpl10	ribosomal protein L10 homolog	GenBank
Zm00001eb163260	Zm00001d044615	EU944088	rpl10	ribosomal protein L10 homolog	GenBank
Zm00001eb163260	Zm00001d044615	GRMZM2G467086	rpl10	ribosomal protein L10 homolog	Gene Model - MaizeGDB
Zm00001eb163270	Zm00001d044618	GRMZM2G467123	LOC103651653		Gene Model - MaizeGDB
Zm00001eb163290	Zm00001d044620	GRMZM2G166671	Zm00001d044620		Gene Model - MaizeGDB
Zm00001eb163310			umc255b		<i>unknown</i>
Zm00001eb163320	Zm00001d044623	GRMZM2G166745	chx9	cation/H+ antiporter 9	Gene Model - MaizeGDB
Zm00001eb163340	Zm00001d044629	EU962905.1 	dmc1	disrupted meiotic cDNA homolog1	GenBank
Zm00001eb163340	Zm00001d044629	GRMZM2G109618	dmc1	disrupted meiotic cDNA homolog1	Gene Model - MaizeGDB
Zm00001eb163350	Zm00001d044630	AT2G26460	smu3	suppressors of mec-8 and unc-52 homolog3	Arabidopsis Ortholog
Zm00001eb163350	Zm00001d044630	GRMZM2G015592	smu3	suppressors of mec-8 and unc-52 homolog3	Gene Model - MaizeGDB
Zm00001eb163360	Zm00001d044631	GRMZM2G319965	LOC103651659		Gene Model - MaizeGDB
Zm00001eb163390	Zm00001d044634	GRMZM2G143608	IDP4369		Gene Model - MaizeGDB
Zm00001eb163440	Zm00001d044639	GRMZM2G075884	Zm00001d044639		Gene Model - MaizeGDB
Zm00001eb163460	Zm00001d044640	GRMZM2G075594	tom6	transporter of mugineic acid6	Gene Model - MaizeGDB
Zm00001eb163480	Zm00001d044642	GRMZM2G181081	cipk44	calcineurin B-like-interacting protein kinase44	Gene Model - MaizeGDB
Zm00001eb163480	Zm00001d044644	GRMZM2G181081	cipk44	calcineurin B-like-interacting protein kinase44	Gene Model - MaizeGDB
Zm00001eb163510	Zm00001d044647	GRMZM2G005834	pat18	protein S-acyltransferase18	Gene Model - MaizeGDB
Zm00001eb163510	Zm00001d044647	GRMZM2G457867	pat18	protein S-acyltransferase18	Gene Model - MaizeGDB
Zm00001eb163520	Zm00001d044646	AY106905	gfa1	glucosamine fructose-6-phosphate aminotransferase1	GenBank
Zm00001eb163520	Zm00001d044646	GRMZM2G005849	gfa1	glucosamine fructose-6-phosphate aminotransferase1	Gene Model - MaizeGDB
Zm00001eb163530	Zm00001d044648	GRMZM2G006130	abf1	alpha-L-arabinofuranosidase1	Gene Model - MaizeGDB
Zm00001eb163540	Zm00001d044649	GRMZM2G386802	si618031b05b		Gene Model - MaizeGDB
Zm00001eb163550	Zm00001d044650	GRMZM2G319878	umc2048		Gene Model - MaizeGDB
Zm00001eb163570	Zm00001d044653	GRMZM2G014387	pco096827		Gene Model - MaizeGDB
Zm00001eb163630	Zm00001d044657	GRMZM2G138496	si946072a08		Gene Model - MaizeGDB
Zm00001eb163680	Zm00001d044662	GRMZM2G353076	zhd9	ZF-HD-transcription factor 9	Gene Model - MaizeGDB
Zm00001eb163680	Zm00001d044662	GRMZM2G353076	zhd9	ZF-HD-transcription factor 9	Grassius
Zm00001eb163700	Zm00001d044664	GRMZM2G353103	LOC100194265		Gene Model - MaizeGDB
Zm00001eb163720	Zm00001d044666	GRMZM2G177895	fha9	FHA-transcription factor 9	Gene Model - MaizeGDB
Zm00001eb163720	Zm00001d044666	GRMZM2G177895	fha9	FHA-transcription factor 9	Grassius
Zm00001eb163730	Zm00001d044667	GRMZM2G044004	c3h48	C3H-transcription factor 348	Gene Model - MaizeGDB
Zm00001eb163730	Zm00001d044667	GRMZM2G044004	c3h48	C3H-transcription factor 348	Grassius
Zm00001eb163740	Zm00001d044668	GRMZM2G346478	LOC103651675		Gene Model - MaizeGDB
Zm00001eb163750	Zm00001d044669	GRMZM2G043843	LOC103651677		Gene Model - MaizeGDB
Zm00001eb163760	Zm00001d044670		IDP3833		<i>unknown</i>
Zm00001eb163790	Zm00001d044672	GRMZM2G495626	cdc3	cell division control protein homolog3	Gene Model - MaizeGDB
Zm00001eb163800	Zm00001d044673	GRMZM5G899349	cyp1	cytochrome P450 homolog1	Classical Genes
Zm00001eb163810	Zm00001d044674	GRMZM5G875655	si605089f04		Gene Model - MaizeGDB
Zm00001eb163820	Zm00001d044675	GRMZM2G079574	Zm00001eb163820		Gene Model - MaizeGDB
Zm00001eb163830	Zm00001d044677	GRMZM2G060811	ralf17	rapid alkalinization factor17	Gene Model - MaizeGDB
Zm00001eb163840	Zm00001d044680	AC194362.3_FG003	wrky5	WRKY-transcription factor 5	Gene Model - MaizeGDB
Zm00001eb163840	Zm00001d044680	AC194362.3_FG003	wrky5	WRKY-transcription factor 5	Grassius
Zm00001eb163850	Zm00001d044682	GRMZM2G501775	wrky4	WRKY-transcription factor 4	Gene Model - MaizeGDB
Zm00001eb163850	Zm00001d044682	GRMZM2G501775	wrky4	WRKY-transcription factor 4	Grassius
Zm00001eb163860	Zm00001d044683	AY106481	chi6	chalcone flavanone isomerase6	GenBank
Zm00001eb163860	Zm00001d044683	GRMZM2G175076	chi6	chalcone flavanone isomerase6	Gene Model - MaizeGDB
Zm00001eb163870	Zm00001d044684	GRMZM2G107938	LOC103652656		Gene Model - MaizeGDB
Zm00001eb163880	Zm00001d044685	GRMZM2G107839	plt7	phospholipid transfer protein7	Gene Model - MaizeGDB
Zm00001eb163910	Zm00001d044686	EU942773   	plt2	phospholipid transfer protein homolog2	GenBank
Zm00001eb163910	Zm00001d044686	EU942857     	plt2	phospholipid transfer protein homolog2	GenBank
Zm00001eb163910	Zm00001d044686	EU958404  	plt2	phospholipid transfer protein homolog2	GenBank
Zm00001eb163910	Zm00001d044686	EU972817  	plt2	phospholipid transfer protein homolog2	GenBank
Zm00001eb163910	Zm00001d044686	GRMZM2G010868	plt2	phospholipid transfer protein homolog2	Classical Genes
Zm00001eb163970	Zm00001d044693	GRMZM2G000660	si486077g03		Gene Model - MaizeGDB
Zm00001eb163980	Zm00001d044694	GRMZM2G111533	LOC100282519		Gene Model - MaizeGDB
Zm00001eb164010	Zm00001d044696	GRMZM2G025126	cl38268_1a		Gene Model - MaizeGDB
Zm00001eb164030	Zm00001d044699	GRMZM2G152688	cl30719_1		Gene Model - MaizeGDB
Zm00001eb164040	Zm00001d044700	GRMZM2G152781	LOC100284750		Gene Model - MaizeGDB
Zm00001eb164080	Zm00001d044702	A0A1D6NQU2	A0A1D6NQU2		UniProt
Zm00001eb164080	Zm00001d044702	GRMZM2G471670	A0A1D6NQU2		Gene Model - MaizeGDB
Zm00001eb164090	Zm00001d044703	GRMZM2G424804	Zm00001eb164090		Gene Model - MaizeGDB
Zm00001eb164120	Zm00001d044705	EU241917.1	pebp1	phosphatidylethanolamine-binding protein1	GenBank
Zm00001eb164120	Zm00001d044705	GRMZM2G092008	pebp1	phosphatidylethanolamine-binding protein1	Classical Genes
Zm00001eb164130	Zm00001d044704	GRMZM2G092021	Zm00001d044704		Gene Model - MaizeGDB
Zm00001eb164150	Zm00001d044707	GRMZM2G327263	ppr215	pentatricopeptide repeat protein215	Gene Model - MaizeGDB
Zm00001eb164150	Zm00001d044707	GRMZM2G327263	zim17	ZIM-transcription factor 17	Gene Model - MaizeGDB
Zm00001eb164150	Zm00001d044707	GRMZM2G327263	zim17	ZIM-transcription factor 17	Grassius
Zm00001eb164150	Zm00001d044708	GRMZM2G327263	zim17	ZIM-transcription factor 17	Gene Model - MaizeGDB
Zm00001eb164150	Zm00001d044708	GRMZM2G327263	zim17	ZIM-transcription factor 17	Grassius
Zm00001eb164150	Zm00001d044709	GRMZM2G327263	zim17	ZIM-transcription factor 17	Gene Model - MaizeGDB
Zm00001eb164150	Zm00001d044709	GRMZM2G327263	zim17	ZIM-transcription factor 17	Grassius
Zm00001eb164160	Zm00001d044707	GRMZM2G327263	zim17	ZIM-transcription factor 17	Gene Model - MaizeGDB
Zm00001eb164160	Zm00001d044707	GRMZM2G327263	zim17	ZIM-transcription factor 17	Grassius
Zm00001eb164160	Zm00001d044708	GRMZM2G327263	zim17	ZIM-transcription factor 17	Gene Model - MaizeGDB
Zm00001eb164160	Zm00001d044708	GRMZM2G327263	zim17	ZIM-transcription factor 17	Grassius
Zm00001eb164160	Zm00001d044709	GRMZM2G327263	zim17	ZIM-transcription factor 17	Gene Model - MaizeGDB
Zm00001eb164160	Zm00001d044709	GRMZM2G327263	zim17	ZIM-transcription factor 17	Grassius
Zm00001eb164170	Zm00001d044713	GRMZM2G109785	pco075775		Gene Model - MaizeGDB
Zm00001eb164230	Zm00001d000153	GRMZM2G090722	lysA2	dihydrodipicolinate decarboxylase2	Gene Model - MaizeGDB
Zm00001eb164300	Zm00001d048584	GRMZM2G397661	LOC542694		Gene Model - MaizeGDB
Zm00001eb164310	Zm00001d048583	AF461732	ucp3	uncoupling protein homolog3	GenBank
Zm00001eb164310	Zm00001d048583	AY105357	ucp3	uncoupling protein homolog3	GenBank
Zm00001eb164310	Zm00001d048583	EU964457	ucp3	uncoupling protein homolog3	GenBank
Zm00001eb164310	Zm00001d048583	GRMZM2G000510	ucp3	uncoupling protein homolog3	Gene Model - MaizeGDB
Zm00001eb164330	Zm00001d048585	AY104189	gpm633		GenBank
Zm00001eb164330	Zm00001d048585	GRMZM2G000531	gpm633		Gene Model - MaizeGDB
Zm00001eb164350	Zm00001d048588	GRMZM2G018254	gras48	GRAS-transcription factor 48	Gene Model - MaizeGDB
Zm00001eb164350	Zm00001d048588	GRMZM2G018254	gras48	GRAS-transcription factor 48	Grassius
Zm00001eb164360	Zm00001d048590	GRMZM2G058868	umc2278		Gene Model - MaizeGDB
Zm00001eb164370	Zm00001d001971	GRMZM2G359599	tcptf13	TCP-transcription factor 13	Gene Model - MaizeGDB
Zm00001eb164370	Zm00001d001971	GRMZM2G359599	tcptf13	TCP-transcription factor 13	Grassius
Zm00001eb164370	Zm00001d048591	GRMZM2G359599	tcptf13	TCP-transcription factor 13	Gene Model - MaizeGDB
Zm00001eb164370	Zm00001d048591	GRMZM2G359599	tcptf13	TCP-transcription factor 13	Grassius
Zm00001eb164380	Zm00001d048592	GRMZM2G162282	rca3	RUBISCO activase3	Gene Model - MaizeGDB
Zm00001eb164390	Zm00001d048593	AF305876.3   	rca1	RUBISCO activase1	GenBank
Zm00001eb164390	Zm00001d048593	GRMZM2G162200	rca1	RUBISCO activase1	Gene Model - MaizeGDB
Zm00001eb164400	Zm00001d048594	GRMZM2G058410	cyc33	cyclin33	Gene Model - MaizeGDB
Zm00001eb164410	Zm00001d048595	GRMZM2G058394	GRMZM2G058394		Gene Model - MaizeGDB
Zm00001eb164420	Zm00001d048596	GRMZM2G058370	IDP8091		Gene Model - MaizeGDB
Zm00001eb164470	Zm00001d048600	GRMZM5G895672	gras43	GRAS-transcription factor 43	Gene Model - MaizeGDB
Zm00001eb164470	Zm00001d048600	GRMZM5G895672	gras43	GRAS-transcription factor 43	Grassius
Zm00001eb164480	Zm00001d048601	GRMZM2G073823	gras68	GRAS-transcription factor 68	Gene Model - MaizeGDB
Zm00001eb164480	Zm00001d048601	GRMZM2G073823	gras68	GRAS-transcription factor 68	Grassius
Zm00001eb164490	Zm00001d048602	GRMZM2G073805	gras72	GRAS-transcription factor 72	Gene Model - MaizeGDB
Zm00001eb164490	Zm00001d048602	GRMZM2G073805	gras72	GRAS-transcription factor 72	Grassius
Zm00001eb164500	Zm00001d048603	GRMZM2G073779	gras83	GRAS-transcription factor 83	Gene Model - MaizeGDB
Zm00001eb164500	Zm00001d048603	GRMZM2G073779	gras83	GRAS-transcription factor 83	Grassius
Zm00001eb164530	Zm00001d048603	GRMZM2G163427	gras26	GRAS-transcription factor 26	Grassius
Zm00001eb164530	Zm00001d048603	GRMZM5G868355	gras26	GRAS-transcription factor 26	Gene Model - MaizeGDB
Zm00001eb164530	Zm00001d048603	GRMZM5G868355	gras26	GRAS-transcription factor 26	Grassius
Zm00001eb164530	Zm00001d048604	GRMZM2G163427	gras26	GRAS-transcription factor 26	Grassius
Zm00001eb164530	Zm00001d048604	GRMZM2G163427	gras34	GRAS-transcription factor 34	Gene Model - MaizeGDB
Zm00001eb164530	Zm00001d048604	GRMZM2G163427	gras34	GRAS-transcription factor 34	Grassius
Zm00001eb164530	Zm00001d048604	GRMZM5G868355	gras26	GRAS-transcription factor 26	Gene Model - MaizeGDB
Zm00001eb164530	Zm00001d048604	GRMZM5G868355	gras26	GRAS-transcription factor 26	Grassius
Zm00001eb164570	Zm00001d048607	AF056158	IDP4420		GenBank
Zm00001eb164570	Zm00001d048607	GRMZM2G378948	IDP4420		Gene Model - MaizeGDB
Zm00001eb164580	Zm00001d048608	GRMZM2G122073	Zm00001eb164580		Gene Model - MaizeGDB
Zm00001eb164590	Zm00001d048609	GRMZM2G145725	AY109715		Gene Model - MaizeGDB
Zm00001eb164610	Zm00001d048611	EU955226 	mtl1	metallothionein1	GenBank
Zm00001eb164610	Zm00001d048611	EU958423 	mtl1	metallothionein1	GenBank
Zm00001eb164610	Zm00001d048611	GRMZM2G164229	mtl1	metallothionein1	Gene Model - MaizeGDB
Zm00001eb164620	Zm00001d048612	GRMZM2G164224	bsk7	brassinosteroid-signaling kinase7	Gene Model - MaizeGDB
Zm00001eb164630	Zm00001d048614		IDP4473		<i>unknown</i>
Zm00001eb164640	Zm00001d048614	GRMZM2G008369	bnlg1434		Gene Model - MaizeGDB
Zm00001eb164650	Zm00001d048615	GRMZM2G082544	LOC100276824		Gene Model - MaizeGDB
Zm00001eb164660	Zm00001d048616		cl11367_1b		<i>unknown</i>
Zm00001eb164700	Zm00001d048618	GRMZM2G475505	Zm00001d048618		Gene Model - MaizeGDB
Zm00001eb164700	Zm00001d048618	GRMZM2G475521	Zm00001d048618		Gene Model - MaizeGDB
Zm00001eb164710	Zm00001d048618	GRMZM2G475505	Zm00001d048618		Gene Model - MaizeGDB
Zm00001eb164710	Zm00001d048618	GRMZM2G475521	Zm00001d048618		Gene Model - MaizeGDB
Zm00001eb164720	Zm00001d048621	GRMZM2G308860	mmp192		Gene Model - MaizeGDB
Zm00001eb164730	Zm00001d048622	GRMZM5G843972	LOC100275073		Gene Model - MaizeGDB
Zm00001eb164740	Zm00001d048623	EU964979	myb88	MYB-transcription factor 88	GenBank
Zm00001eb164740	Zm00001d048623	GECS01017856	myb88	MYB-transcription factor 88	GenBank
Zm00001eb164740	Zm00001d048623	GRMZM2G048136	myb88	MYB-transcription factor 88	Gene Model - MaizeGDB
Zm00001eb164740	Zm00001d048623	GRMZM2G048136	myb88	MYB-transcription factor 88	Grassius
Zm00001eb164750	Zm00001d048625	GRMZM2G349791	gpm747		Gene Model - MaizeGDB
Zm00001eb164760	Zm00001d048626	GRMZM2G015232	Zm00001d048626		Gene Model - MaizeGDB
Zm00001eb164780	Zm00001d048627	GRMZM2G107082	LOC100273868		Gene Model - MaizeGDB
Zm00001eb164790	Zm00001d048628	GRMZM2G107239	impb26	importin beta26	Gene Model - MaizeGDB
Zm00001eb164790	Zm00001d048628	GRMZM5G819498	impb26	importin beta26	Gene Model - MaizeGDB
Zm00001eb164790	Zm00001d048628	GRMZM5G854334	impb26	importin beta26	Gene Model - MaizeGDB
Zm00001eb164810	Zm00001d048631	GRMZM2G107308	wakl26	wall associated kinase like26	Gene Model - MaizeGDB
Zm00001eb164860	Zm00001d048634	AY104457	bx6	benzoxazinone synthesis6	GenBank
Zm00001eb164860	Zm00001d048634	EU960746	bx6	benzoxazinone synthesis6	GenBank
Zm00001eb164860	Zm00001d048634	GRMZM6G617209	bx6	benzoxazinone synthesis6	Gene Model - MaizeGDB
Zm00001eb164870			IDP5951		<i>unknown</i>
Zm00001eb164880	Zm00001d048635	GRMZM2G455909	LOC100193382		Gene Model - MaizeGDB
Zm00001eb164940	Zm00001d048637	GRMZM2G455321	Zm00001eb164940		Gene Model - MaizeGDB
Zm00001eb164950	Zm00001d048643	GRMZM2G033544	IDP8478		Gene Model - MaizeGDB
Zm00001eb164960	Zm00001d048644	GRMZM2G457287	IDP4387		Gene Model - MaizeGDB
Zm00001eb164970	Zm00001d048645	GRMZM2G131508	cyp85	cytochrome P-450 85	Gene Model - MaizeGDB
Zm00001eb165000	Zm00001d048647	GRMZM2G131442	myb4	MYB-transcription factor 4	Gene Model - MaizeGDB
Zm00001eb165000	Zm00001d048647	GRMZM2G131442	myb4	MYB-transcription factor 4	Grassius
Zm00001eb165010	Zm00001d048648	AY110520	pme43	pectin methylesterase43	GenBank
Zm00001eb165010	Zm00001d048648	GRMZM2G431856	pme43	pectin methylesterase43	Gene Model - MaizeGDB
Zm00001eb165030	Zm00001d048649	GRMZM2G131409	csu221		Gene Model - MaizeGDB
Zm00001eb165060	Zm00001d048655	EU950377	msf1	mRNA splicing factor1	GenBank
Zm00001eb165060	Zm00001d048655	EU970533	msf1	mRNA splicing factor1	GenBank
Zm00001eb165060	Zm00001d048655	GRMZM2G057450	msf1	mRNA splicing factor1	Gene Model - MaizeGDB
Zm00001eb165090	Zm00001d048658	GRMZM5G870184	lac16	laccase16	Gene Model - MaizeGDB
Zm00001eb165120	Zm00001d048657	GRMZM5G815098	GRMZM5G815098		Gene Model - MaizeGDB
Zm00001eb165120	Zm00001d048659	GRMZM5G815098	GRMZM5G815098		Gene Model - MaizeGDB
Zm00001eb165120	Zm00001d048660	GRMZM5G815098	GRMZM5G815098		Gene Model - MaizeGDB
Zm00001eb165130			lac15	laccase15	<i>unknown</i>
Zm00001eb165160	Zm00001d048657	GRMZM5G815098	GRMZM5G815098		Gene Model - MaizeGDB
Zm00001eb165160	Zm00001d048659	GRMZM5G815098	GRMZM5G815098		Gene Model - MaizeGDB
Zm00001eb165160	Zm00001d048660	GRMZM5G815098	GRMZM5G815098		Gene Model - MaizeGDB
Zm00001eb165170	Zm00001d048661	GRMZM2G171045	Zm00001eb165170		Gene Model - MaizeGDB
Zm00001eb165170	Zm00001d048663	GRMZM2G171045	Zm00001eb165170		Gene Model - MaizeGDB
Zm00001eb165180	Zm00001d048662	GRMZM2G171036	si605036e03		Gene Model - MaizeGDB
Zm00001eb165210	Zm00001d048667	GRMZM2G448213	mkkk42	MAP kinase kinase kinase42	Gene Model - MaizeGDB
Zm00001eb165230	Zm00001d048669	GRMZM2G146192	GRMZM2G146192		Gene Model - MaizeGDB
Zm00001eb165260	Zm00001d048671	GRMZM2G001169	umc2279		Gene Model - MaizeGDB
Zm00001eb165270	Zm00001d048672	GRMZM2G001160	umc2148		Gene Model - MaizeGDB
Zm00001eb165280	Zm00001d048673	GRMZM2G001116	pco135234		Gene Model - MaizeGDB
Zm00001eb165310	Zm00001d048680	GRMZM2G020508	pco093477		Gene Model - MaizeGDB
Zm00001eb165320	Zm00001d048680	GRMZM2G020926	IDP2408a 		Gene Model - MaizeGDB
Zm00001eb165330	Zm00001d048680	GRMZM2G020926	IDP2408a 		Gene Model - MaizeGDB
Zm00001eb165340	Zm00001d048682	GRMZM2G106356	gras82	GRAS-transcription factor 82	Gene Model - MaizeGDB
Zm00001eb165340	Zm00001d048682	GRMZM2G106356	gras82	GRAS-transcription factor 82	Grassius
Zm00001eb165400	Zm00001d048687	GRMZM2G106429	Zm00001d048687		Gene Model - MaizeGDB
Zm00001eb165410	Zm00001d048688	GRMZM2G106443	IDP6828		Gene Model - MaizeGDB
Zm00001eb165420	Zm00001d048689	GRMZM2G126453	fha19	FHA-transcription factor 19	Gene Model - MaizeGDB
Zm00001eb165440	Zm00001d048691	GRMZM2G126552	Zm00001d048691		Gene Model - MaizeGDB
Zm00001eb165460	Zm00001d048693	GRMZM2G062129	pco116765		Gene Model - MaizeGDB
Zm00001eb165470	Zm00001d048694	GRMZM2G062160	flz16	FCS-like zinc finger16	Gene Model - MaizeGDB
Zm00001eb165480	Zm00001d048695	GRMZM2G139872	IDP8194		Gene Model - MaizeGDB
Zm00001eb165490	Zm00001d048696	GRMZM2G139828	pgl19	polygalacturonase19	Gene Model - MaizeGDB
Zm00001eb165510	Zm00001d048697	GRMZM2G441115	mads40	MADS-transcription factor 40	Gene Model - MaizeGDB
Zm00001eb165510	Zm00001d048697	GRMZM2G441115	mads40	MADS-transcription factor 40	Grassius
Zm00001eb165550	Zm00001d048702	EU967544	bx3	benzoxazinone synthesis3	GenBank
Zm00001eb165550	Zm00001d048702	GRMZM2G167549	bx3	benzoxazinone synthesis3	Classical Genes
Zm00001eb165550	Zm00001d048702	GRMZM2G167549	bx3	benzoxazinone synthesis3	Gene Model - MaizeGDB
Zm00001eb165560	Zm00001d048703	EU950452	bx4	benzoxazinone synthesis4	GenBank
Zm00001eb165560	Zm00001d048703	EU955587	bx4	benzoxazinone synthesis4	GenBank
Zm00001eb165560	Zm00001d048703	EU974830	bx4	benzoxazinone synthesis4	GenBank
Zm00001eb165560	Zm00001d048703	GRMZM2G172491	bx4	benzoxazinone synthesis4	Classical Genes
Zm00001eb165560	Zm00001d048703	GRMZM2G172491	bx4	benzoxazinone synthesis4	Gene Model - MaizeGDB
Zm00001eb165580	Zm00001d048705	EU945666	bx5	benzoxazinone synthesis5	GenBank
Zm00001eb165580	Zm00001d048705	EU958243	bx5	benzoxazinone synthesis5	GenBank
Zm00001eb165580	Zm00001d048705	EU960395	bx5	benzoxazinone synthesis5	GenBank
Zm00001eb165580	Zm00001d048705	EU967421	bx5	benzoxazinone synthesis5	GenBank
Zm00001eb165580	Zm00001d048705	GRMZM2G063756	bx5	benzoxazinone synthesis5	Classical Genes
Zm00001eb165580	Zm00001d048705	GRMZM2G063756	bx5	benzoxazinone synthesis5	Gene Model - MaizeGDB
Zm00001eb165590	Zm00001d048707	EU968182	bx8	benzoxazinone synthesis8	GenBank
Zm00001eb165590	Zm00001d048707	GRMZM2G085054	bx8	benzoxazinone synthesis8	Gene Model - MaizeGDB
Zm00001eb165610	Zm00001d048709	EU943904	bx1	benzoxazinless1	GenBank
Zm00001eb165610	Zm00001d048709	EU972727	bx1	benzoxazinless1	GenBank
Zm00001eb165610	Zm00001d048709	GRMZM2G085381	bx1	benzoxazinless1	Classical Genes
Zm00001eb165610	Zm00001d048709	GRMZM2G085381	bx1	benzoxazinless1	Gene Model - MaizeGDB
Zm00001eb165620	Zm00001d048710	GRMZM2G085661	bx2	benzoxazinone synthesis2	Classical Genes
Zm00001eb165620	Zm00001d048710	GRMZM2G085661	bx2	benzoxazinone synthesis2	Gene Model - MaizeGDB
Zm00001eb165630	Zm00001d048711	GRMZM2G085854	GRMZM2G085854		Gene Model - MaizeGDB
